id,terrestrial_date,sol,ls,month,min_temp,max_temp,pressure,wind_speed,atmo_opacity
275,6/15/2013,305,335,Month 12,-71,-5,847,NaN,Sunny
281,6/14/2013,304,335,Month 12,-70,-6,848,NaN,Sunny
283,6/13/2013,303,334,Month 12,-71,-8,849,NaN,Sunny
287,6/12/2013,302,334,Month 12,-71,-3,850,NaN,Sunny
276,6/11/2013,301,333,Month 12,-73,-6,852,NaN,Sunny
286,6/10/2013,300,333,Month 12,-72,-8,852,NaN,Sunny
267,6/9/2013,299,332,Month 12,-71,-8,849,NaN,Sunny
266,6/8/2013,298,331,Month 12,-72,-3,850,NaN,Sunny
265,6/7/2013,297,331,Month 12,-72,-7,849,NaN,Sunny
264,6/6/2013,296,330,Month 12,-71,-9,850,NaN,Sunny
263,6/5/2013,295,330,Month 12,-71,-15,853,NaN,Sunny
262,6/4/2013,294,329,Month 11,-72,-4,852,NaN,Sunny
261,6/3/2013,293,329,Month 11,-72,-4,850,NaN,Sunny
260,6/2/2013,292,328,Month 11,-71,-1,853,NaN,Sunny
259,6/1/2013,291,327,Month 11,-70,-4,853,NaN,Sunny
258,5/31/2013,290,327,Month 11,-71,-3,853,NaN,Sunny
257,5/30/2013,289,326,Month 11,-71,-3,854,NaN,Sunny
256,5/29/2013,288,326,Month 11,-69,-4,854,NaN,Sunny
255,5/27/2013,287,325,Month 11,-72,-3,856,NaN,Sunny
254,5/26/2013,286,325,Month 11,-71,-2,854,NaN,Sunny
253,5/25/2013,285,324,Month 11,-70,-5,852,NaN,Sunny
252,5/24/2013,284,323,Month 11,-71,-3,854,NaN,Sunny
251,5/23/2013,283,323,Month 11,-68,-4,854,NaN,Sunny
250,5/22/2013,282,322,Month 11,-72,-2,856,NaN,Sunny
249,5/21/2013,281,322,Month 11,-68,-2,855,NaN,Sunny
248,5/20/2013,280,321,Month 11,-69,-4,856,NaN,Sunny
247,5/19/2013,279,321,Month 11,-68,-5,856,NaN,Sunny
246,5/18/2013,278,320,Month 11,-67,-3,855,NaN,Sunny
245,5/17/2013,277,319,Month 11,-69,-4,857,NaN,Sunny
244,5/16/2013,276,319,Month 11,-69,-4,858,NaN,Sunny
169,5/15/2013,275,318,Month 11,-67,-6,860,NaN,Sunny
168,5/14/2013,274,318,Month 11,-70,-2,861,NaN,Sunny
167,5/13/2013,273,317,Month 11,-70,-4,861,NaN,Sunny
166,5/12/2013,272,316,Month 11,-71,-5,864,NaN,Sunny
165,5/11/2013,271,316,Month 11,-69,-6,864,NaN,Sunny
164,5/10/2013,270,315,Month 11,-67,-6,863,NaN,Sunny
162,5/9/2013,269,315,Month 11,-72,-3,866,NaN,Sunny
161,5/8/2013,268,314,Month 11,-70,-5,864,NaN,Sunny
160,5/7/2013,267,313,Month 11,NaN,NaN,NaN,NaN,Sunny
159,5/2/2013,262,311,Month 11,NaN,NaN,NaN,NaN,Sunny
158,5/1/2013,261,310,Month 11,-70,-4,868,NaN,Sunny
157,4/30/2013,260,309,Month 11,-70,-11,875,NaN,Sunny
155,4/29/2013,259,309,Month 11,-72,-3,871,NaN,Sunny
154,4/28/2013,258,308,Month 11,-71,-9,869,NaN,Sunny
153,4/27/2013,257,308,Month 11,-70,-1,871,NaN,Sunny
152,4/26/2013,256,307,Month 11,-70,-2,871,NaN,Sunny
151,4/25/2013,255,306,Month 11,-69,-5,877,NaN,Sunny
150,4/24/2013,254,306,Month 11,-70,-3,871,NaN,Sunny
149,4/23/2013,253,305,Month 11,-71,-6,877,NaN,Sunny
148,4/22/2013,252,304,Month 11,-71,-8,874,NaN,Sunny
147,4/20/2013,251,304,Month 11,-71,-2,876,NaN,Sunny
146,4/19/2013,250,303,Month 11,-70,-2,877,NaN,Sunny
144,4/18/2013,249,303,Month 11,-69,-3,873,NaN,Sunny
143,4/17/2013,248,302,Month 11,-70,-4,877,NaN,Sunny
142,4/16/2013,247,301,Month 11,-71,-4,873,NaN,Sunny
141,4/15/2013,246,301,Month 11,-73,-1,878,NaN,Sunny
140,4/14/2013,245,300,Month 11,-70,-6,879,NaN,Sunny
139,4/13/2013,244,300,Month 11,-69,-6,878,NaN,Sunny
138,4/12/2013,243,299,Month 10,-71,-7,884,NaN,Sunny
137,4/11/2013,242,298,Month 10,-70,-7,881,NaN,Sunny
136,4/10/2013,241,298,Month 10,-72,0,884,NaN,Sunny
135,4/9/2013,240,297,Month 10,-70,-6,884,NaN,Sunny
133,4/8/2013,239,297,Month 10,-73,-1,885,NaN,Sunny
132,4/7/2013,238,296,Month 10,-70,-2,885,NaN,Sunny
131,4/6/2013,237,295,Month 10,-71,-5,883,NaN,Sunny
130,4/5/2013,236,295,Month 10,-72,-3,886,NaN,Sunny
129,4/4/2013,235,294,Month 10,-70,0,886,NaN,Sunny
128,4/3/2013,234,293,Month 10,-69,-4,890,NaN,Sunny
127,4/2/2013,233,293,Month 10,-69,-3,889,NaN,Sunny
126,4/1/2013,232,292,Month 10,-69,-5,888,NaN,Sunny
125,3/31/2013,231,292,Month 10,-71,-6,890,NaN,Sunny
124,3/30/2013,230,291,Month 10,-69,0,888,NaN,Sunny
122,3/29/2013,229,290,Month 10,-69,-4,894,NaN,Sunny
121,3/28/2013,228,290,Month 10,-71,-3,894,NaN,Sunny
120,3/27/2013,227,289,Month 10,-70,4,892,NaN,Sunny
119,3/26/2013,226,288,Month 10,-70,1,894,NaN,Sunny
118,3/25/2013,225,288,Month 10,-71,-8,894,NaN,Sunny
117,3/24/2013,224,287,Month 10,-69,-1,894,NaN,Sunny
116,3/23/2013,223,287,Month 10,-71,-5,895,NaN,Sunny
115,3/22/2013,222,286,Month 10,NaN,NaN,NaN,NaN,Sunny
113,3/15/2013,215,281,Month 10,NaN,NaN,NaN,NaN,Sunny
111,2/27/2013,200,272,Month 10,NaN,NaN,NaN,NaN,Sunny
109,2/26/2013,199,271,Month 10,-66,0,917,NaN,Sunny
108,2/25/2013,198,271,Month 10,-67,-2,914,NaN,Sunny
107,2/24/2013,197,270,Month 10,-68,-3,915,NaN,Sunny
106,2/23/2013,196,269,Month 9,-66,-3,916,NaN,Sunny
105,2/22/2013,195,269,Month 9,NaN,NaN,NaN,NaN,Sunny
104,2/19/2013,192,267,Month 9,NaN,NaN,NaN,NaN,Sunny
103,2/18/2013,191,266,Month 9,-67,-3,921,NaN,Sunny
102,2/17/2013,190,265,Month 9,-66,-3,917,NaN,Sunny
100,2/16/2013,189,265,Month 9,-68,-2,920,NaN,Sunny
99,2/15/2013,188,264,Month 9,-68,-3,920,NaN,Sunny
98,2/14/2013,187,263,Month 9,-67,-1,921,NaN,Sunny
97,2/13/2013,186,263,Month 9,-66,-2,922,NaN,Sunny
96,2/12/2013,185,262,Month 9,-67,-5,923,NaN,Sunny
95,2/11/2013,184,261,Month 9,-67,0,923,NaN,Sunny
94,2/10/2013,183,261,Month 9,-67,-1,921,NaN,Sunny
93,2/9/2013,182,260,Month 9,-67,0,921,NaN,Sunny
92,2/8/2013,181,260,Month 9,-67,1,918,NaN,Sunny
91,2/7/2013,180,259,Month 9,-67,-1,919,NaN,Sunny
89,2/6/2013,179,258,Month 9,-66,-7,920,NaN,Sunny
88,2/4/2013,178,258,Month 9,-66,-2,920,NaN,Sunny
87,2/3/2013,177,257,Month 9,-66,-1,921,NaN,Sunny
86,2/2/2013,176,256,Month 9,-67,0,920,NaN,Sunny
85,2/1/2013,175,256,Month 9,-68,-4,921,NaN,Sunny
84,1/31/2013,174,255,Month 9,-67,0,921,NaN,Sunny
83,1/30/2013,173,254,Month 9,-67,0,920,NaN,Sunny
82,1/29/2013,172,254,Month 9,-67,0,923,NaN,Sunny
81,1/28/2013,171,253,Month 9,-67,1,925,NaN,Sunny
80,1/27/2013,170,252,Month 9,-66,0,925,NaN,Sunny
78,1/26/2013,169,252,Month 9,-66,0,922,NaN,Sunny
77,1/25/2013,168,251,Month 9,-66,1,923,NaN,Sunny
76,1/24/2013,167,250,Month 9,-65,-3,920,NaN,Sunny
75,1/23/2013,166,250,Month 9,-65,-5,922,NaN,Sunny
74,1/22/2013,165,249,Month 9,-65,-3,922,NaN,Sunny
73,1/21/2013,164,248,Month 9,-64,-1,919,NaN,Sunny
72,1/20/2013,163,248,Month 9,-65,-1,919,NaN,Sunny
71,1/19/2013,162,247,Month 9,-65,-1,919,NaN,Sunny
70,1/18/2013,161,246,Month 9,-65,-2,919,NaN,Sunny
69,1/17/2013,160,246,Month 9,-67,-3,919,NaN,Sunny
67,1/16/2013,159,245,Month 9,-65,-4,918,NaN,Sunny
66,1/15/2013,158,245,Month 9,-66,-3,922,NaN,Sunny
65,1/14/2013,157,244,Month 9,-64,-2,920,NaN,Sunny
64,1/13/2013,156,243,Month 9,-65,0,922,NaN,Sunny
63,1/12/2013,155,243,Month 9,-64,0,917,NaN,Sunny
62,1/11/2013,154,242,Month 9,-65,-2,917,NaN,Sunny
61,1/10/2013,153,241,Month 9,-65,1,915,NaN,Sunny
60,1/9/2013,152,241,Month 9,-63,1,914,NaN,Sunny
59,1/8/2013,151,240,Month 9,-65,-3,915,NaN,Sunny
58,1/7/2013,150,239,Month 8,-64,-3,913,NaN,Sunny
56,1/6/2013,149,239,Month 8,-65,0,914,NaN,Sunny
55,1/5/2013,148,238,Month 8,-65,-3,912,NaN,Sunny
54,1/4/2013,147,237,Month 8,-65,0,914,NaN,Sunny
53,1/3/2013,146,237,Month 8,-65,-1,908,NaN,Sunny
52,1/2/2013,145,236,Month 8,-64,-1,909,NaN,Sunny
51,1/1/2013,144,235,Month 8,-64,2,907,NaN,Sunny
50,12/31/2012,143,235,Month 8,-63,-2,908,NaN,Sunny
49,12/29/2012,142,234,Month 8,-65,0,906,NaN,Sunny
48,12/28/2012,141,233,Month 8,-64,-2,904,NaN,Sunny
47,12/27/2012,140,233,Month 8,-66,-2,903,NaN,Sunny
45,12/26/2012,139,232,Month 8,-66,0,899,NaN,Sunny
44,12/25/2012,138,232,Month 8,-65,-1,899,NaN,Sunny
43,12/24/2012,137,231,Month 8,-64,-1,896,NaN,Sunny
42,12/23/2012,136,230,Month 8,-65,-1,897,NaN,Sunny
41,12/22/2012,135,230,Month 8,-65,-5,894,NaN,Sunny
40,12/21/2012,134,229,Month 8,-67,-1,893,NaN,Sunny
39,12/20/2012,133,228,Month 8,-65,1,891,NaN,Sunny
38,12/19/2012,132,228,Month 8,-65,-6,890,NaN,Sunny
37,12/18/2012,131,227,Month 8,-65,-8,889,NaN,Sunny
36,12/17/2012,130,226,Month 8,-65,-9,888,NaN,Sunny
34,12/16/2012,129,226,Month 8,-65,-2,886,NaN,Sunny
33,12/15/2012,128,225,Month 8,-67,-3,883,NaN,Sunny
32,12/14/2012,127,224,Month 8,-67,-1,884,NaN,Sunny
31,12/13/2012,126,224,Month 8,-66,-4,880,NaN,Sunny
30,12/12/2012,125,223,Month 8,-68,-5,880,NaN,Sunny
29,12/11/2012,124,223,Month 8,-66,-5,876,NaN,Sunny
28,12/10/2012,123,222,Month 8,-66,-10,875,NaN,Sunny
27,12/9/2012,122,221,Month 8,-65,-3,869,NaN,Sunny
26,12/8/2012,121,221,Month 8,-66,0,869,NaN,Sunny
25,12/7/2012,120,220,Month 8,-67,-3,867,NaN,Sunny
23,12/6/2012,119,219,Month 8,-66,-6,866,NaN,Sunny
22,12/5/2012,118,219,Month 8,-65,-6,864,NaN,Sunny
21,12/4/2012,117,218,Month 8,-66,-5,861,NaN,Sunny
20,12/3/2012,116,217,Month 8,-67,-6,859,NaN,Sunny
19,12/2/2012,115,217,Month 8,-66,-8,857,NaN,Sunny
18,12/1/2012,114,216,Month 8,-69,-6,857,NaN,Sunny
17,11/30/2012,113,216,Month 8,-66,-6,857,NaN,Sunny
16,11/29/2012,112,215,Month 8,-65,-8,852,NaN,Sunny
15,11/28/2012,111,214,Month 8,-66,-4,849,NaN,Sunny
14,11/27/2012,110,214,Month 8,-65,-5,848,NaN,Sunny
12,11/26/2012,109,213,Month 8,-64,-3,844,NaN,Sunny
11,11/25/2012,108,212,Month 8,-65,-4,845,NaN,Sunny
10,11/24/2012,107,212,Month 8,-66,-5,844,NaN,Sunny
9,11/23/2012,106,211,Month 8,-66,-8,841,NaN,Sunny
8,11/21/2012,105,211,Month 8,-66,-6,839,NaN,Sunny
7,11/20/2012,104,210,Month 8,-67,-5,838,NaN,Sunny
6,11/19/2012,103,209,Month 7,-66,-3,836,NaN,Sunny
5,11/18/2012,102,209,Month 7,-67,-3,833,NaN,Sunny
4,11/17/2012,101,208,Month 7,-65,-2,830,NaN,Sunny
3,11/16/2012,100,207,Month 7,-66,-1,829,NaN,Sunny
242,11/15/2012,99,207,Month 7,-68,-1,829,NaN,Sunny
241,11/14/2012,98,206,Month 7,-68,-1,828,NaN,Sunny
240,11/13/2012,97,206,Month 7,-68,-3,828,NaN,Sunny
239,11/12/2012,96,205,Month 7,-71,2,826,NaN,Sunny
238,11/11/2012,95,204,Month 7,-68,0,822,NaN,Sunny
237,11/10/2012,94,204,Month 7,-70,0,822,NaN,Sunny
236,11/9/2012,93,203,Month 7,-72,-1,819,NaN,Sunny
235,11/8/2012,92,202,Month 7,-74,-1,820,NaN,Sunny
234,11/7/2012,91,202,Month 7,-74,-1,817,NaN,Sunny
233,11/6/2012,90,201,Month 7,-71,0,813,NaN,Sunny
231,11/5/2012,89,201,Month 7,-73,-1,813,NaN,Sunny
230,11/4/2012,88,200,Month 7,-70,-2,811,NaN,Sunny
229,11/3/2012,87,199,Month 7,-70,-2,808,NaN,Sunny
228,11/2/2012,86,199,Month 7,-71,-4,808,NaN,Sunny
227,11/1/2012,85,198,Month 7,-71,-1,805,NaN,Sunny
226,10/31/2012,84,198,Month 7,-70,0,801,NaN,Sunny
225,10/30/2012,83,197,Month 7,-72,0,801,NaN,Sunny
224,10/29/2012,82,196,Month 7,-72,0,799,NaN,Sunny
223,10/28/2012,81,196,Month 7,-72,-2,798,NaN,Sunny
222,10/27/2012,80,195,Month 7,-70,-3,796,NaN,Sunny
221,10/26/2012,79,195,Month 7,-73,-1,795,NaN,Sunny
220,10/25/2012,78,194,Month 7,-71,0,793,NaN,Sunny
219,10/24/2012,77,193,Month 7,-71,0,792,NaN,Sunny
218,10/23/2012,76,193,Month 7,-73,-1,792,NaN,Sunny
217,10/22/2012,75,192,Month 7,-73,-1,791,NaN,Sunny
216,10/21/2012,74,192,Month 7,-72,-5,790,NaN,Sunny
215,10/20/2012,73,191,Month 7,-70,0,788,NaN,Sunny
214,10/19/2012,72,190,Month 7,-73,-2,785,NaN,Sunny
213,10/18/2012,71,190,Month 7,-71,-2,784,NaN,Sunny
212,10/17/2012,70,189,Month 7,-72,-1,783,NaN,Sunny
211,10/15/2012,69,189,Month 7,-73,0,778,NaN,Sunny
210,10/14/2012,68,188,Month 7,-71,-2,781,NaN,Sunny
209,10/13/2012,67,187,Month 7,-73,-6,780,NaN,Sunny
208,10/12/2012,66,187,Month 7,-73,-2,778,NaN,Sunny
207,10/11/2012,65,186,Month 7,-72,-2,777,NaN,Sunny
206,10/10/2012,64,186,Month 7,-74,0,776,NaN,Sunny
205,10/9/2012,63,185,Month 7,-73,0,775,NaN,Sunny
204,10/8/2012,62,184,Month 7,-72,-1,774,NaN,Sunny
203,10/7/2012,61,184,Month 7,-72,-2,772,NaN,Sunny
202,10/6/2012,60,183,Month 7,-75,-2,772,NaN,Sunny
201,10/5/2012,59,183,Month 7,-76,-1,771,NaN,Sunny
200,10/4/2012,58,182,Month 7,-74,-3,769,NaN,Sunny
199,10/3/2012,57,181,Month 7,-73,-3,769,NaN,Sunny
198,10/2/2012,56,181,Month 7,-73,-4,768,NaN,Sunny
197,10/1/2012,55,180,Month 7,-74,-2,766,NaN,Sunny
196,9/30/2012,54,180,Month 7,-72,-9,766,NaN,Sunny
195,9/29/2012,53,179,Month 6,-71,-5,764,NaN,Sunny
194,9/28/2012,52,179,Month 6,-74,-7,762,NaN,Sunny
193,9/27/2012,51,178,Month 6,-76,-7,762,NaN,Sunny
192,9/26/2012,50,177,Month 6,-72,-10,761,NaN,Sunny
191,9/25/2012,49,177,Month 6,-74,-10,761,NaN,Sunny
190,9/24/2012,48,176,Month 6,-75,0,759,NaN,Sunny
189,9/23/2012,47,176,Month 6,-75,-9,758,NaN,Sunny
188,9/22/2012,46,175,Month 6,-74,-12,758,NaN,Sunny
187,9/21/2012,45,175,Month 6,-74,-9,758,NaN,Sunny
186,9/20/2012,44,174,Month 6,-75,-10,757,NaN,Sunny
185,9/19/2012,43,173,Month 6,-74,-12,756,NaN,Sunny
184,9/18/2012,42,173,Month 6,-75,-7,754,NaN,Sunny
183,9/17/2012,41,172,Month 6,-75,-12,753,NaN,Sunny
182,9/16/2012,40,172,Month 6,-75,-12,753,NaN,Sunny
181,9/15/2012,39,171,Month 6,-75,-8,751,NaN,Sunny
180,9/14/2012,38,171,Month 6,-73,-13,750,NaN,Sunny
179,9/13/2012,37,170,Month 6,-73,0,750,NaN,Sunny
178,9/12/2012,36,169,Month 6,-73,-1,750,NaN,Sunny
177,9/11/2012,35,169,Month 6,-73,-1,749,NaN,Sunny
176,9/10/2012,34,168,Month 6,-73,1,748,NaN,Sunny
175,9/8/2012,33,168,Month 6,-73,-2,748,NaN,Sunny
174,9/7/2012,32,167,Month 6,NaN,NaN,NaN,NaN,Sunny
173,9/6/2012,31,167,Month 6,-74,-23,745,NaN,Sunny
172,9/5/2012,30,166,Month 6,-74,-3,747,NaN,Sunny
171,9/4/2012,29,166,Month 6,-75,-2,747,NaN,Sunny
170,9/3/2012,28,165,Month 6,-75,-15,745,NaN,Sunny
163,9/2/2012,27,164,Month 6,-75,-15,743,NaN,Sunny
156,9/1/2012,26,164,Month 6,-76,-14,745,NaN,Sunny
145,8/31/2012,25,163,Month 6,-75,-11,743,NaN,Sunny
134,8/30/2012,24,163,Month 6,-75,-7,742,NaN,Sunny
123,8/29/2012,23,162,Month 6,-75,-16,741,NaN,Sunny
114,8/28/2012,22,162,Month 6,-74,-6,742,NaN,Sunny
112,8/27/2012,21,161,Month 6,-74,-3,741,NaN,Sunny
110,8/26/2012,20,161,Month 6,NaN,NaN,NaN,NaN,Sunny
101,8/25/2012,19,160,Month 6,NaN,NaN,NaN,NaN,Sunny
90,8/24/2012,18,160,Month 6,NaN,NaN,NaN,NaN,Sunny
79,8/23/2012,17,159,Month 6,-76,-4,742,NaN,Sunny
68,8/22/2012,16,158,Month 6,-77,0,740,NaN,Sunny
57,8/21/2012,15,158,Month 6,-78,-15,740,NaN,Sunny
46,8/20/2012,14,157,Month 6,-74,-16,740,NaN,Sunny
35,8/19/2012,13,157,Month 6,-74,-15,732,NaN,Sunny
24,8/18/2012,12,156,Month 6,-76,-18,741,NaN,Sunny
13,8/17/2012,11,156,Month 6,-76,-11,740,NaN,Sunny
2,8/16/2012,10,155,Month 6,-75,-16,739,NaN,Sunny
232,8/15/2012,9,155,Month 6,NaN,NaN,NaN,NaN,Sunny
1,8/7/2012,1,150,Month 6,NaN,NaN,NaN,NaN,Sunny
